"PA","SZ","Age","Sex","Pop","age_binned"
"Bishan","Marymount",65,"Females",240,"65-74"
"Bishan","Marymount",66,"Males",220,"65-74"
"Bishan","Marymount",66,"Females",220,"65-74"
"Bishan","Marymount",67,"Males",200,"65-74"
"Bishan","Marymount",67,"Females",240,"65-74"
"Bishan","Marymount",68,"Males",190,"65-74"
"Bishan","Marymount",68,"Females",200,"65-74"
"Bishan","Marymount",69,"Males",180,"65-74"
"Bishan","Marymount",69,"Females",210,"65-74"
"Bishan","Marymount",70,"Males",170,"65-74"
"Bishan","Marymount",70,"Females",170,"65-74"
"Bishan","Marymount",71,"Males",150,"65-74"
"Bishan","Marymount",71,"Females",160,"65-74"
"Bishan","Marymount",72,"Males",150,"65-74"
"Bishan","Marymount",72,"Females",150,"65-74"
"Bishan","Marymount",73,"Males",150,"65-74"
"Bishan","Marymount",73,"Females",160,"65-74"
"Bishan","Marymount",74,"Males",130,"65-74"
"Bishan","Marymount",74,"Females",160,"65-74"
"Bishan","Marymount",75,"Males",130,"75 and Above"
"Bishan","Marymount",75,"Females",140,"75 and Above"
"Bishan","Marymount",76,"Males",120,"75 and Above"
"Bishan","Marymount",76,"Females",110,"75 and Above"
"Bishan","Marymount",77,"Males",90,"75 and Above"
"Bishan","Marymount",77,"Females",130,"75 and Above"
"Bishan","Marymount",78,"Males",70,"75 and Above"
"Bishan","Marymount",78,"Females",70,"75 and Above"
"Bishan","Marymount",79,"Males",50,"75 and Above"
"Bishan","Marymount",79,"Females",60,"75 and Above"
"Bishan","Marymount",80,"Males",70,"75 and Above"
"Bishan","Marymount",80,"Females",80,"75 and Above"
"Bishan","Marymount",81,"Males",50,"75 and Above"
"Bishan","Marymount",81,"Females",50,"75 and Above"
"Bishan","Marymount",82,"Males",50,"75 and Above"
"Bishan","Marymount",82,"Females",50,"75 and Above"
"Bishan","Marymount",83,"Males",40,"75 and Above"
"Bishan","Marymount",83,"Females",60,"75 and Above"
"Bishan","Marymount",84,"Males",40,"75 and Above"
"Bishan","Marymount",84,"Females",60,"75 and Above"
"Bishan","Marymount",85,"Males",30,"75 and Above"
"Bishan","Marymount",85,"Females",40,"75 and Above"
"Bishan","Marymount",86,"Males",20,"75 and Above"
"Bishan","Marymount",86,"Females",50,"75 and Above"
"Bishan","Marymount",87,"Males",10,"75 and Above"
"Bishan","Marymount",87,"Females",30,"75 and Above"
"Bishan","Marymount",88,"Males",20,"75 and Above"
"Bishan","Marymount",88,"Females",30,"75 and Above"
"Bishan","Marymount",89,"Males",20,"75 and Above"
"Bishan","Marymount",89,"Females",30,"75 and Above"
"Bishan","Marymount",90,"Males",50,"75 and Above"
"Bishan","Marymount",90,"Females",110,"75 and Above"
"Bishan","Upper Thomson",0,"Males",90,"0-6"
"Bishan","Upper Thomson",0,"Females",110,"0-6"
"Bishan","Upper Thomson",1,"Males",130,"0-6"
"Bishan","Upper Thomson",1,"Females",110,"0-6"
"Bishan","Upper Thomson",2,"Males",100,"0-6"
"Bishan","Upper Thomson",2,"Females",110,"0-6"
"Bishan","Upper Thomson",3,"Males",140,"0-6"
"Bishan","Upper Thomson",3,"Females",120,"0-6"
"Bishan","Upper Thomson",4,"Males",120,"0-6"
"Bishan","Upper Thomson",4,"Females",150,"0-6"
"Bishan","Upper Thomson",5,"Males",170,"0-6"
"Bishan","Upper Thomson",5,"Females",140,"0-6"
"Bishan","Upper Thomson",6,"Males",160,"0-6"
"Bishan","Upper Thomson",6,"Females",160,"0-6"
"Bishan","Upper Thomson",7,"Males",170,"7-12"
"Bishan","Upper Thomson",7,"Females",170,"7-12"
"Bishan","Upper Thomson",8,"Males",190,"7-12"
"Bishan","Upper Thomson",8,"Females",150,"7-12"
"Bishan","Upper Thomson",9,"Males",140,"7-12"
"Bishan","Upper Thomson",9,"Females",160,"7-12"
"Bishan","Upper Thomson",10,"Males",150,"7-12"
"Bishan","Upper Thomson",10,"Females",150,"7-12"
"Bishan","Upper Thomson",11,"Males",180,"7-12"
"Bishan","Upper Thomson",11,"Females",170,"7-12"
"Bishan","Upper Thomson",12,"Males",150,"7-12"
"Bishan","Upper Thomson",12,"Females",140,"7-12"
"Bishan","Upper Thomson",13,"Males",170,"13-16"
"Bishan","Upper Thomson",13,"Females",150,"13-16"
"Bishan","Upper Thomson",14,"Males",170,"13-16"
"Bishan","Upper Thomson",14,"Females",140,"13-16"
"Bishan","Upper Thomson",15,"Males",150,"13-16"
"Bishan","Upper Thomson",15,"Females",150,"13-16"
"Bishan","Upper Thomson",16,"Males",160,"13-16"
"Bishan","Upper Thomson",16,"Females",170,"13-16"
"Bishan","Upper Thomson",17,"Males",160,"17-21"
"Bishan","Upper Thomson",17,"Females",160,"17-21"
"Bishan","Upper Thomson",18,"Males",160,"17-21"
"Bishan","Upper Thomson",18,"Females",160,"17-21"
"Bishan","Upper Thomson",19,"Males",160,"17-21"
"Bishan","Upper Thomson",19,"Females",160,"17-21"
"Bishan","Upper Thomson",20,"Males",170,"17-21"
"Bishan","Upper Thomson",20,"Females",160,"17-21"
"Bishan","Upper Thomson",21,"Males",140,"17-21"
"Bishan","Upper Thomson",21,"Females",170,"17-21"
"Bishan","Upper Thomson",22,"Males",140,"22-34"
"Bishan","Upper Thomson",22,"Females",160,"22-34"
"Bishan","Upper Thomson",23,"Males",190,"22-34"
"Bishan","Upper Thomson",23,"Females",160,"22-34"
"Bishan","Upper Thomson",24,"Males",170,"22-34"
"Bishan","Upper Thomson",24,"Females",160,"22-34"
"Bishan","Upper Thomson",25,"Males",150,"22-34"
"Bishan","Upper Thomson",25,"Females",140,"22-34"
"Bishan","Upper Thomson",26,"Males",190,"22-34"
"Bishan","Upper Thomson",26,"Females",180,"22-34"
"Bishan","Upper Thomson",27,"Males",200,"22-34"
"Bishan","Upper Thomson",27,"Females",170,"22-34"
"Bishan","Upper Thomson",28,"Males",180,"22-34"
"Bishan","Upper Thomson",28,"Females",180,"22-34"
"Bishan","Upper Thomson",29,"Males",220,"22-34"
"Bishan","Upper Thomson",29,"Females",190,"22-34"
"Bishan","Upper Thomson",30,"Males",200,"22-34"
"Bishan","Upper Thomson",30,"Females",240,"22-34"
"Bishan","Upper Thomson",31,"Males",210,"22-34"
"Bishan","Upper Thomson",31,"Females",200,"22-34"
"Bishan","Upper Thomson",32,"Males",220,"22-34"
"Bishan","Upper Thomson",32,"Females",210,"22-34"
"Bishan","Upper Thomson",33,"Males",220,"22-34"
"Bishan","Upper Thomson",33,"Females",240,"22-34"
"Bishan","Upper Thomson",34,"Males",210,"22-34"
"Bishan","Upper Thomson",34,"Females",240,"22-34"
"Bishan","Upper Thomson",35,"Males",230,"35-54"
"Bishan","Upper Thomson",35,"Females",290,"35-54"
"Bishan","Upper Thomson",36,"Males",200,"35-54"
"Bishan","Upper Thomson",36,"Females",250,"35-54"
"Bishan","Upper Thomson",37,"Males",200,"35-54"
"Bishan","Upper Thomson",37,"Females",220,"35-54"
"Bishan","Upper Thomson",38,"Males",180,"35-54"
"Bishan","Upper Thomson",38,"Females",230,"35-54"
"Bishan","Upper Thomson",39,"Males",210,"35-54"
"Bishan","Upper Thomson",39,"Females",220,"35-54"
"Bishan","Upper Thomson",40,"Males",170,"35-54"
"Bishan","Upper Thomson",40,"Females",230,"35-54"
"Bishan","Upper Thomson",41,"Males",220,"35-54"
"Bishan","Upper Thomson",41,"Females",240,"35-54"
"Bishan","Upper Thomson",42,"Males",200,"35-54"
"Bishan","Upper Thomson",42,"Females",230,"35-54"
"Bishan","Upper Thomson",43,"Males",180,"35-54"
"Bishan","Upper Thomson",43,"Females",240,"35-54"
"Bishan","Upper Thomson",44,"Males",200,"35-54"
"Bishan","Upper Thomson",44,"Females",240,"35-54"
"Bishan","Upper Thomson",45,"Males",230,"35-54"
"Bishan","Upper Thomson",45,"Females",230,"35-54"
"Bishan","Upper Thomson",46,"Males",200,"35-54"
"Bishan","Upper Thomson",46,"Females",240,"35-54"
"Bishan","Upper Thomson",47,"Males",180,"35-54"
"Bishan","Upper Thomson",47,"Females",240,"35-54"
"Bishan","Upper Thomson",48,"Males",210,"35-54"
"Bishan","Upper Thomson",48,"Females",230,"35-54"
"Bishan","Upper Thomson",49,"Males",230,"35-54"
"Bishan","Upper Thomson",49,"Females",260,"35-54"
"Bishan","Upper Thomson",50,"Males",240,"35-54"
"Bishan","Upper Thomson",50,"Females",200,"35-54"
"Bishan","Upper Thomson",51,"Males",220,"35-54"
"Bishan","Upper Thomson",51,"Females",250,"35-54"
"Bishan","Upper Thomson",52,"Males",230,"35-54"
"Bishan","Upper Thomson",52,"Females",280,"35-54"
"Bishan","Upper Thomson",53,"Males",240,"35-54"
"Bishan","Upper Thomson",53,"Females",240,"35-54"
"Bishan","Upper Thomson",54,"Males",210,"35-54"
"Bishan","Upper Thomson",54,"Females",200,"35-54"
"Bishan","Upper Thomson",55,"Males",200,"55-64"
"Bishan","Upper Thomson",55,"Females",210,"55-64"
"Bishan","Upper Thomson",56,"Males",210,"55-64"
"Bishan","Upper Thomson",56,"Females",200,"55-64"
"Bishan","Upper Thomson",57,"Males",220,"55-64"
"Bishan","Upper Thomson",57,"Females",230,"55-64"
"Bishan","Upper Thomson",58,"Males",210,"55-64"
"Bishan","Upper Thomson",58,"Females",210,"55-64"
"Bishan","Upper Thomson",59,"Males",190,"55-64"
"Bishan","Upper Thomson",59,"Females",230,"55-64"
"Bishan","Upper Thomson",60,"Males",210,"55-64"
"Bishan","Upper Thomson",60,"Females",220,"55-64"
"Bishan","Upper Thomson",61,"Males",200,"55-64"
"Bishan","Upper Thomson",61,"Females",240,"55-64"
"Bishan","Upper Thomson",62,"Males",220,"55-64"
"Bishan","Upper Thomson",62,"Females",230,"55-64"
"Bishan","Upper Thomson",63,"Males",190,"55-64"
"Bishan","Upper Thomson",63,"Females",240,"55-64"
"Bishan","Upper Thomson",64,"Males",210,"55-64"
"Bishan","Upper Thomson",64,"Females",220,"55-64"
"Bishan","Upper Thomson",65,"Males",230,"65-74"
"Bishan","Upper Thomson",65,"Females",230,"65-74"
"Bishan","Upper Thomson",66,"Males",200,"65-74"
"Bishan","Upper Thomson",66,"Females",240,"65-74"
"Bishan","Upper Thomson",67,"Males",220,"65-74"
"Bishan","Upper Thomson",67,"Females",250,"65-74"
"Bishan","Upper Thomson",68,"Males",200,"65-74"
"Bishan","Upper Thomson",68,"Females",240,"65-74"
"Bishan","Upper Thomson",69,"Males",190,"65-74"
"Bishan","Upper Thomson",69,"Females",210,"65-74"
"Bishan","Upper Thomson",70,"Males",180,"65-74"
"Bishan","Upper Thomson",70,"Females",210,"65-74"
"Bishan","Upper Thomson",71,"Males",180,"65-74"
"Bishan","Upper Thomson",71,"Females",190,"65-74"
"Bishan","Upper Thomson",72,"Males",170,"65-74"
"Bishan","Upper Thomson",72,"Females",170,"65-74"
"Bishan","Upper Thomson",73,"Males",170,"65-74"
"Bishan","Upper Thomson",73,"Females",180,"65-74"
"Bishan","Upper Thomson",74,"Males",160,"65-74"
"Bishan","Upper Thomson",74,"Females",160,"65-74"
"Bishan","Upper Thomson",75,"Males",160,"75 and Above"
"Bishan","Upper Thomson",75,"Females",170,"75 and Above"
"Bishan","Upper Thomson",76,"Males",150,"75 and Above"
"Bishan","Upper Thomson",76,"Females",160,"75 and Above"
"Bishan","Upper Thomson",77,"Males",130,"75 and Above"
"Bishan","Upper Thomson",77,"Females",170,"75 and Above"
"Bishan","Upper Thomson",78,"Males",80,"75 and Above"
"Bishan","Upper Thomson",78,"Females",110,"75 and Above"
"Bishan","Upper Thomson",79,"Males",60,"75 and Above"
"Bishan","Upper Thomson",79,"Females",100,"75 and Above"
"Bishan","Upper Thomson",80,"Males",80,"75 and Above"
"Bishan","Upper Thomson",80,"Females",110,"75 and Above"
"Bishan","Upper Thomson",81,"Males",70,"75 and Above"
"Bishan","Upper Thomson",81,"Females",90,"75 and Above"
"Bishan","Upper Thomson",82,"Males",60,"75 and Above"
"Bishan","Upper Thomson",82,"Females",100,"75 and Above"
"Bishan","Upper Thomson",83,"Males",60,"75 and Above"
"Bishan","Upper Thomson",83,"Females",100,"75 and Above"
"Bishan","Upper Thomson",84,"Males",70,"75 and Above"
"Bishan","Upper Thomson",84,"Females",80,"75 and Above"
"Bishan","Upper Thomson",85,"Males",60,"75 and Above"
"Bishan","Upper Thomson",85,"Females",80,"75 and Above"
"Bishan","Upper Thomson",86,"Males",50,"75 and Above"
"Bishan","Upper Thomson",86,"Females",60,"75 and Above"
"Bishan","Upper Thomson",87,"Males",30,"75 and Above"
"Bishan","Upper Thomson",87,"Females",60,"75 and Above"
"Bishan","Upper Thomson",88,"Males",30,"75 and Above"
"Bishan","Upper Thomson",88,"Females",50,"75 and Above"
"Bishan","Upper Thomson",89,"Males",40,"75 and Above"
"Bishan","Upper Thomson",89,"Females",50,"75 and Above"
"Bishan","Upper Thomson",90,"Males",130,"75 and Above"
"Bishan","Upper Thomson",90,"Females",250,"75 and Above"
"Bukit Batok","Brickworks",0,"Males",320,"0-6"
"Bukit Batok","Brickworks",0,"Females",290,"0-6"
"Bukit Batok","Brickworks",1,"Males",320,"0-6"
"Bukit Batok","Brickworks",1,"Females",310,"0-6"
"Bukit Batok","Brickworks",2,"Males",390,"0-6"
"Bukit Batok","Brickworks",2,"Females",390,"0-6"
"Bukit Batok","Brickworks",3,"Males",390,"0-6"
"Bukit Batok","Brickworks",3,"Females",390,"0-6"
"Bukit Batok","Brickworks",4,"Males",440,"0-6"
"Bukit Batok","Brickworks",4,"Females",390,"0-6"
"Bukit Batok","Brickworks",5,"Males",370,"0-6"
"Bukit Batok","Brickworks",5,"Females",360,"0-6"
"Bukit Batok","Brickworks",6,"Males",320,"0-6"
"Bukit Batok","Brickworks",6,"Females",310,"0-6"
"Bukit Batok","Brickworks",7,"Males",290,"7-12"
"Bukit Batok","Brickworks",7,"Females",260,"7-12"
"Bukit Batok","Brickworks",8,"Males",220,"7-12"
"Bukit Batok","Brickworks",8,"Females",210,"7-12"
"Bukit Batok","Brickworks",9,"Males",210,"7-12"
"Bukit Batok","Brickworks",9,"Females",190,"7-12"
"Bukit Batok","Brickworks",10,"Males",170,"7-12"
"Bukit Batok","Brickworks",10,"Females",180,"7-12"
"Bukit Batok","Brickworks",11,"Males",180,"7-12"
"Bukit Batok","Brickworks",11,"Females",160,"7-12"
"Bukit Batok","Brickworks",12,"Males",130,"7-12"
"Bukit Batok","Brickworks",12,"Females",140,"7-12"
"Bukit Batok","Brickworks",13,"Males",130,"13-16"
"Bukit Batok","Brickworks",13,"Females",120,"13-16"
"Bukit Batok","Brickworks",14,"Males",130,"13-16"
"Bukit Batok","Brickworks",14,"Females",130,"13-16"
"Bukit Batok","Brickworks",15,"Males",140,"13-16"
"Bukit Batok","Brickworks",15,"Females",120,"13-16"
"Bukit Batok","Brickworks",16,"Males",100,"13-16"
"Bukit Batok","Brickworks",16,"Females",140,"13-16"
"Bukit Batok","Brickworks",17,"Males",130,"17-21"
"Bukit Batok","Brickworks",17,"Females",110,"17-21"
"Bukit Batok","Brickworks",18,"Males",130,"17-21"
"Bukit Batok","Brickworks",18,"Females",120,"17-21"
"Bukit Batok","Brickworks",19,"Males",110,"17-21"
"Bukit Batok","Brickworks",19,"Females",110,"17-21"
"Bukit Batok","Brickworks",20,"Males",110,"17-21"
"Bukit Batok","Brickworks",20,"Females",90,"17-21"
"Bukit Batok","Brickworks",21,"Males",110,"17-21"
"Bukit Batok","Brickworks",21,"Females",110,"17-21"
"Bukit Batok","Brickworks",22,"Males",120,"22-34"
"Bukit Batok","Brickworks",22,"Females",110,"22-34"
"Bukit Batok","Brickworks",23,"Males",130,"22-34"
"Bukit Batok","Brickworks",23,"Females",110,"22-34"
"Bukit Batok","Brickworks",24,"Males",100,"22-34"
"Bukit Batok","Brickworks",24,"Females",130,"22-34"
"Bukit Batok","Brickworks",25,"Males",110,"22-34"
"Bukit Batok","Brickworks",25,"Females",120,"22-34"
"Bukit Batok","Brickworks",26,"Males",120,"22-34"
"Bukit Batok","Brickworks",26,"Females",120,"22-34"
"Bukit Batok","Brickworks",27,"Males",90,"22-34"
"Bukit Batok","Brickworks",27,"Females",130,"22-34"
"Bukit Batok","Brickworks",28,"Males",110,"22-34"
"Bukit Batok","Brickworks",28,"Females",210,"22-34"
"Bukit Batok","Brickworks",29,"Males",140,"22-34"
"Bukit Batok","Brickworks",29,"Females",240,"22-34"
"Bukit Batok","Brickworks",30,"Males",210,"22-34"
"Bukit Batok","Brickworks",30,"Females",350,"22-34"
"Bukit Batok","Brickworks",31,"Males",270,"22-34"
"Bukit Batok","Brickworks",31,"Females",430,"22-34"
"Bukit Batok","Brickworks",32,"Males",370,"22-34"
"Bukit Batok","Brickworks",32,"Females",510,"22-34"
"Bukit Batok","Brickworks",33,"Males",460,"22-34"
"Bukit Batok","Brickworks",33,"Females",600,"22-34"
"Bukit Batok","Brickworks",34,"Males",530,"22-34"
"Bukit Batok","Brickworks",34,"Females",540,"22-34"
"Bukit Batok","Brickworks",35,"Males",540,"35-54"
"Bukit Batok","Brickworks",35,"Females",540,"35-54"
"Bukit Batok","Brickworks",36,"Males",490,"35-54"
"Bukit Batok","Brickworks",36,"Females",440,"35-54"
"Bukit Batok","Brickworks",37,"Males",400,"35-54"
"Bukit Batok","Brickworks",37,"Females",310,"35-54"
"Bukit Batok","Brickworks",38,"Males",320,"35-54"
"Bukit Batok","Brickworks",38,"Females",320,"35-54"
"Bukit Batok","Brickworks",39,"Males",290,"35-54"
"Bukit Batok","Brickworks",39,"Females",290,"35-54"
"Bukit Batok","Brickworks",40,"Males",250,"35-54"
"Bukit Batok","Brickworks",40,"Females",230,"35-54"
"Bukit Batok","Brickworks",41,"Males",220,"35-54"
"Bukit Batok","Brickworks",41,"Females",240,"35-54"
"Bukit Batok","Brickworks",42,"Males",230,"35-54"
"Bukit Batok","Brickworks",42,"Females",230,"35-54"
"Bukit Batok","Brickworks",43,"Males",250,"35-54"
"Bukit Batok","Brickworks",43,"Females",260,"35-54"
"Bukit Batok","Brickworks",44,"Males",240,"35-54"
"Bukit Batok","Brickworks",44,"Females",230,"35-54"
"Bukit Batok","Brickworks",45,"Males",210,"35-54"
"Bukit Batok","Brickworks",45,"Females",240,"35-54"
"Bukit Batok","Brickworks",46,"Males",210,"35-54"
"Bukit Batok","Brickworks",46,"Females",230,"35-54"
"Bukit Batok","Brickworks",47,"Males",220,"35-54"
"Bukit Batok","Brickworks",47,"Females",240,"35-54"
"Bukit Batok","Brickworks",48,"Males",190,"35-54"
"Bukit Batok","Brickworks",48,"Females",190,"35-54"
"Bukit Batok","Brickworks",49,"Males",190,"35-54"
"Bukit Batok","Brickworks",49,"Females",200,"35-54"
"Bukit Batok","Brickworks",50,"Males",190,"35-54"
"Bukit Batok","Brickworks",50,"Females",210,"35-54"
"Bukit Batok","Brickworks",51,"Males",240,"35-54"
"Bukit Batok","Brickworks",51,"Females",200,"35-54"
"Bukit Batok","Brickworks",52,"Males",180,"35-54"
"Bukit Batok","Brickworks",52,"Females",170,"35-54"
"Bukit Batok","Brickworks",53,"Males",170,"35-54"
"Bukit Batok","Brickworks",53,"Females",150,"35-54"
"Bukit Batok","Brickworks",54,"Males",150,"35-54"
"Bukit Batok","Brickworks",54,"Females",130,"35-54"
"Bukit Batok","Brickworks",55,"Males",140,"55-64"
"Bukit Batok","Brickworks",55,"Females",150,"55-64"
"Bukit Batok","Brickworks",56,"Males",170,"55-64"
"Bukit Batok","Brickworks",56,"Females",140,"55-64"
"Bukit Batok","Brickworks",57,"Males",160,"55-64"
"Bukit Batok","Brickworks",57,"Females",130,"55-64"
"Bukit Batok","Brickworks",58,"Males",170,"55-64"
"Bukit Batok","Brickworks",58,"Females",130,"55-64"
"Bukit Batok","Brickworks",59,"Males",150,"55-64"
"Bukit Batok","Brickworks",59,"Females",120,"55-64"
"Bukit Batok","Brickworks",60,"Males",170,"55-64"
"Bukit Batok","Brickworks",60,"Females",120,"55-64"
"Bukit Batok","Brickworks",61,"Males",150,"55-64"
"Bukit Batok","Brickworks",61,"Females",110,"55-64"
"Bukit Batok","Brickworks",62,"Males",110,"55-64"
"Bukit Batok","Brickworks",62,"Females",110,"55-64"
"Bukit Batok","Brickworks",63,"Males",120,"55-64"
"Bukit Batok","Brickworks",63,"Females",100,"55-64"
"Bukit Batok","Brickworks",64,"Males",110,"55-64"
"Bukit Batok","Brickworks",64,"Females",100,"55-64"
"Bukit Batok","Brickworks",65,"Males",110,"65-74"
"Bukit Batok","Brickworks",65,"Females",100,"65-74"
"Bukit Batok","Brickworks",66,"Males",110,"65-74"
"Bukit Batok","Brickworks",66,"Females",100,"65-74"
"Bukit Batok","Brickworks",67,"Males",100,"65-74"
"Bukit Batok","Brickworks",67,"Females",100,"65-74"
"Bukit Batok","Brickworks",68,"Males",100,"65-74"
"Bukit Batok","Brickworks",68,"Females",90,"65-74"
"Bukit Batok","Brickworks",69,"Males",70,"65-74"
"Bukit Batok","Brickworks",69,"Females",70,"65-74"
"Bukit Batok","Brickworks",70,"Males",70,"65-74"
"Bukit Batok","Brickworks",70,"Females",90,"65-74"
"Bukit Batok","Brickworks",71,"Males",80,"65-74"
"Bukit Batok","Brickworks",71,"Females",80,"65-74"
"Bukit Batok","Brickworks",72,"Males",60,"65-74"
"Bukit Batok","Brickworks",72,"Females",70,"65-74"
"Bukit Batok","Brickworks",73,"Males",60,"65-74"
"Bukit Batok","Brickworks",73,"Females",70,"65-74"
"Bukit Batok","Brickworks",74,"Males",50,"65-74"
"Bukit Batok","Brickworks",74,"Females",60,"65-74"
"Bukit Batok","Brickworks",75,"Males",50,"75 and Above"
"Bukit Batok","Brickworks",75,"Females",50,"75 and Above"
"Bukit Batok","Brickworks",76,"Males",40,"75 and Above"
"Bukit Batok","Brickworks",76,"Females",50,"75 and Above"
"Bukit Batok","Brickworks",77,"Males",40,"75 and Above"
"Bukit Batok","Brickworks",77,"Females",50,"75 and Above"
"Bukit Batok","Brickworks",78,"Males",30,"75 and Above"
"Bukit Batok","Brickworks",78,"Females",30,"75 and Above"
"Bukit Batok","Brickworks",79,"Males",10,"75 and Above"
"Bukit Batok","Brickworks",79,"Females",20,"75 and Above"
"Bukit Batok","Brickworks",80,"Males",10,"75 and Above"
"Bukit Batok","Brickworks",80,"Females",30,"75 and Above"
"Bukit Batok","Brickworks",81,"Males",10,"75 and Above"
"Bukit Batok","Brickworks",81,"Females",20,"75 and Above"
"Bukit Batok","Brickworks",82,"Males",10,"75 and Above"
"Bukit Batok","Brickworks",82,"Females",30,"75 and Above"
"Bukit Batok","Brickworks",83,"Males",20,"75 and Above"
"Bukit Batok","Brickworks",83,"Females",20,"75 and Above"
"Bukit Batok","Brickworks",84,"Males",20,"75 and Above"
"Bukit Batok","Brickworks",84,"Females",20,"75 and Above"
"Bukit Batok","Brickworks",85,"Males",20,"75 and Above"
"Bukit Batok","Brickworks",85,"Females",20,"75 and Above"
"Bukit Batok","Brickworks",86,"Males",10,"75 and Above"
"Bukit Batok","Brickworks",86,"Females",10,"75 and Above"
"Bukit Batok","Brickworks",87,"Males",0,"75 and Above"
"Bukit Batok","Brickworks",87,"Females",10,"75 and Above"
"Bukit Batok","Brickworks",88,"Males",10,"75 and Above"
"Bukit Batok","Brickworks",88,"Females",10,"75 and Above"
"Bukit Batok","Brickworks",89,"Males",10,"75 and Above"
"Bukit Batok","Brickworks",89,"Females",10,"75 and Above"
"Bukit Batok","Brickworks",90,"Males",20,"75 and Above"
"Bukit Batok","Brickworks",90,"Females",60,"75 and Above"
"Bukit Batok","Bukit Batok Central",0,"Males",80,"0-6"
"Bukit Batok","Bukit Batok Central",0,"Females",100,"0-6"
"Bukit Batok","Bukit Batok Central",1,"Males",110,"0-6"
"Bukit Batok","Bukit Batok Central",1,"Females",90,"0-6"
"Bukit Batok","Bukit Batok Central",2,"Males",130,"0-6"
"Bukit Batok","Bukit Batok Central",2,"Females",90,"0-6"
"Bukit Batok","Bukit Batok Central",3,"Males",120,"0-6"
"Bukit Batok","Bukit Batok Central",3,"Females",110,"0-6"
"Bukit Batok","Bukit Batok Central",4,"Males",130,"0-6"
"Bukit Batok","Bukit Batok Central",4,"Females",130,"0-6"
"Bukit Batok","Bukit Batok Central",5,"Males",110,"0-6"
"Bukit Batok","Bukit Batok Central",5,"Females",120,"0-6"
"Bukit Batok","Bukit Batok Central",6,"Males",140,"0-6"
"Bukit Batok","Bukit Batok Central",6,"Females",120,"0-6"
"Bukit Batok","Bukit Batok Central",7,"Males",150,"7-12"
"Bukit Batok","Bukit Batok Central",7,"Females",130,"7-12"
"Bukit Batok","Bukit Batok Central",8,"Males",150,"7-12"
"Bukit Batok","Bukit Batok Central",8,"Females",120,"7-12"
"Bukit Batok","Bukit Batok Central",9,"Males",140,"7-12"
"Bukit Batok","Bukit Batok Central",9,"Females",120,"7-12"
"Bukit Batok","Bukit Batok Central",10,"Males",110,"7-12"
"Bukit Batok","Bukit Batok Central",10,"Females",110,"7-12"
"Bukit Batok","Bukit Batok Central",11,"Males",150,"7-12"
"Bukit Batok","Bukit Batok Central",11,"Females",150,"7-12"
"Bukit Batok","Bukit Batok Central",12,"Males",120,"7-12"
"Bukit Batok","Bukit Batok Central",12,"Females",120,"7-12"
"Bukit Batok","Bukit Batok Central",13,"Males",110,"13-16"
"Bukit Batok","Bukit Batok Central",13,"Females",120,"13-16"
"Bukit Batok","Bukit Batok Central",14,"Males",130,"13-16"
"Bukit Batok","Bukit Batok Central",14,"Females",130,"13-16"
"Bukit Batok","Bukit Batok Central",15,"Males",150,"13-16"
"Bukit Batok","Bukit Batok Central",15,"Females",140,"13-16"
"Bukit Batok","Bukit Batok Central",16,"Males",140,"13-16"
"Bukit Batok","Bukit Batok Central",16,"Females",130,"13-16"
"Bukit Batok","Bukit Batok Central",17,"Males",130,"17-21"
"Bukit Batok","Bukit Batok Central",17,"Females",130,"17-21"
"Bukit Batok","Bukit Batok Central",18,"Males",140,"17-21"
"Bukit Batok","Bukit Batok Central",18,"Females",120,"17-21"
"Bukit Batok","Bukit Batok Central",19,"Males",150,"17-21"
"Bukit Batok","Bukit Batok Central",19,"Females",150,"17-21"
"Bukit Batok","Bukit Batok Central",20,"Males",150,"17-21"
"Bukit Batok","Bukit Batok Central",20,"Females",150,"17-21"
"Bukit Batok","Bukit Batok Central",21,"Males",120,"17-21"
"Bukit Batok","Bukit Batok Central",21,"Females",130,"17-21"
"Bukit Batok","Bukit Batok Central",22,"Males",140,"22-34"
"Bukit Batok","Bukit Batok Central",22,"Females",150,"22-34"
"Bukit Batok","Bukit Batok Central",23,"Males",170,"22-34"
"Bukit Batok","Bukit Batok Central",23,"Females",170,"22-34"
"Bukit Batok","Bukit Batok Central",24,"Males",180,"22-34"
"Bukit Batok","Bukit Batok Central",24,"Females",160,"22-34"
"Bukit Batok","Bukit Batok Central",25,"Males",140,"22-34"
"Bukit Batok","Bukit Batok Central",25,"Females",150,"22-34"
"Bukit Batok","Bukit Batok Central",26,"Males",150,"22-34"
"Bukit Batok","Bukit Batok Central",26,"Females",170,"22-34"
"Bukit Batok","Bukit Batok Central",27,"Males",170,"22-34"
"Bukit Batok","Bukit Batok Central",27,"Females",160,"22-34"
"Bukit Batok","Bukit Batok Central",28,"Males",150,"22-34"
"Bukit Batok","Bukit Batok Central",28,"Females",170,"22-34"
"Bukit Batok","Bukit Batok Central",29,"Males",170,"22-34"
"Bukit Batok","Bukit Batok Central",29,"Females",190,"22-34"
"Bukit Batok","Bukit Batok Central",30,"Males",180,"22-34"
"Bukit Batok","Bukit Batok Central",30,"Females",160,"22-34"
"Bukit Batok","Bukit Batok Central",31,"Males",170,"22-34"
"Bukit Batok","Bukit Batok Central",31,"Females",180,"22-34"
