"PA","SZ","Age","Sex","Pop","age_binned"
"Toa Payoh","Bidadari",85,"Females",10,"75 and Above"
"Toa Payoh","Bidadari",86,"Males",0,"75 and Above"
"Toa Payoh","Bidadari",86,"Females",10,"75 and Above"
"Toa Payoh","Bidadari",87,"Males",0,"75 and Above"
"Toa Payoh","Bidadari",87,"Females",0,"75 and Above"
"Toa Payoh","Bidadari",88,"Males",0,"75 and Above"
"Toa Payoh","Bidadari",88,"Females",0,"75 and Above"
"Toa Payoh","Bidadari",89,"Males",0,"75 and Above"
"Toa Payoh","Bidadari",89,"Females",0,"75 and Above"
"Toa Payoh","Bidadari",90,"Males",10,"75 and Above"
"Toa Payoh","Bidadari",90,"Females",10,"75 and Above"
"Toa Payoh","Boon Teck",0,"Males",50,"0-6"
"Toa Payoh","Boon Teck",0,"Females",60,"0-6"
"Toa Payoh","Boon Teck",1,"Males",70,"0-6"
"Toa Payoh","Boon Teck",1,"Females",70,"0-6"
"Toa Payoh","Boon Teck",2,"Males",60,"0-6"
"Toa Payoh","Boon Teck",2,"Females",60,"0-6"
"Toa Payoh","Boon Teck",3,"Males",80,"0-6"
"Toa Payoh","Boon Teck",3,"Females",60,"0-6"
"Toa Payoh","Boon Teck",4,"Males",80,"0-6"
"Toa Payoh","Boon Teck",4,"Females",70,"0-6"
"Toa Payoh","Boon Teck",5,"Males",70,"0-6"
"Toa Payoh","Boon Teck",5,"Females",70,"0-6"
"Toa Payoh","Boon Teck",6,"Males",60,"0-6"
"Toa Payoh","Boon Teck",6,"Females",60,"0-6"
"Toa Payoh","Boon Teck",7,"Males",80,"7-12"
"Toa Payoh","Boon Teck",7,"Females",60,"7-12"
"Toa Payoh","Boon Teck",8,"Males",60,"7-12"
"Toa Payoh","Boon Teck",8,"Females",80,"7-12"
"Toa Payoh","Boon Teck",9,"Males",70,"7-12"
"Toa Payoh","Boon Teck",9,"Females",60,"7-12"
"Toa Payoh","Boon Teck",10,"Males",80,"7-12"
"Toa Payoh","Boon Teck",10,"Females",60,"7-12"
"Toa Payoh","Boon Teck",11,"Males",70,"7-12"
"Toa Payoh","Boon Teck",11,"Females",50,"7-12"
"Toa Payoh","Boon Teck",12,"Males",60,"7-12"
"Toa Payoh","Boon Teck",12,"Females",60,"7-12"
"Toa Payoh","Boon Teck",13,"Males",50,"13-16"
"Toa Payoh","Boon Teck",13,"Females",50,"13-16"
"Toa Payoh","Boon Teck",14,"Males",60,"13-16"
"Toa Payoh","Boon Teck",14,"Females",60,"13-16"
"Toa Payoh","Boon Teck",15,"Males",60,"13-16"
"Toa Payoh","Boon Teck",15,"Females",60,"13-16"
"Toa Payoh","Boon Teck",16,"Males",70,"13-16"
"Toa Payoh","Boon Teck",16,"Females",60,"13-16"
"Toa Payoh","Boon Teck",17,"Males",60,"17-21"
"Toa Payoh","Boon Teck",17,"Females",60,"17-21"
"Toa Payoh","Boon Teck",18,"Males",60,"17-21"
"Toa Payoh","Boon Teck",18,"Females",50,"17-21"
"Toa Payoh","Boon Teck",19,"Males",80,"17-21"
"Toa Payoh","Boon Teck",19,"Females",50,"17-21"
"Toa Payoh","Boon Teck",20,"Males",80,"17-21"
"Toa Payoh","Boon Teck",20,"Females",60,"17-21"
"Toa Payoh","Boon Teck",21,"Males",60,"17-21"
"Toa Payoh","Boon Teck",21,"Females",70,"17-21"
"Toa Payoh","Boon Teck",22,"Males",60,"22-34"
"Toa Payoh","Boon Teck",22,"Females",60,"22-34"
"Toa Payoh","Boon Teck",23,"Males",80,"22-34"
"Toa Payoh","Boon Teck",23,"Females",90,"22-34"
"Toa Payoh","Boon Teck",24,"Males",70,"22-34"
"Toa Payoh","Boon Teck",24,"Females",80,"22-34"
"Toa Payoh","Boon Teck",25,"Males",80,"22-34"
"Toa Payoh","Boon Teck",25,"Females",70,"22-34"
"Toa Payoh","Boon Teck",26,"Males",70,"22-34"
"Toa Payoh","Boon Teck",26,"Females",80,"22-34"
"Toa Payoh","Boon Teck",27,"Males",70,"22-34"
"Toa Payoh","Boon Teck",27,"Females",80,"22-34"
"Toa Payoh","Boon Teck",28,"Males",110,"22-34"
"Toa Payoh","Boon Teck",28,"Females",90,"22-34"
"Toa Payoh","Boon Teck",29,"Males",100,"22-34"
"Toa Payoh","Boon Teck",29,"Females",90,"22-34"
"Toa Payoh","Boon Teck",30,"Males",90,"22-34"
"Toa Payoh","Boon Teck",30,"Females",100,"22-34"
"Toa Payoh","Boon Teck",31,"Males",90,"22-34"
"Toa Payoh","Boon Teck",31,"Females",100,"22-34"
"Toa Payoh","Boon Teck",32,"Males",100,"22-34"
"Toa Payoh","Boon Teck",32,"Females",100,"22-34"
"Toa Payoh","Boon Teck",33,"Males",90,"22-34"
"Toa Payoh","Boon Teck",33,"Females",120,"22-34"
"Toa Payoh","Boon Teck",34,"Males",100,"22-34"
"Toa Payoh","Boon Teck",34,"Females",150,"22-34"
"Toa Payoh","Boon Teck",35,"Males",130,"35-54"
"Toa Payoh","Boon Teck",35,"Females",140,"35-54"
"Toa Payoh","Boon Teck",36,"Males",120,"35-54"
"Toa Payoh","Boon Teck",36,"Females",120,"35-54"
"Toa Payoh","Boon Teck",37,"Males",100,"35-54"
"Toa Payoh","Boon Teck",37,"Females",90,"35-54"
"Toa Payoh","Boon Teck",38,"Males",90,"35-54"
"Toa Payoh","Boon Teck",38,"Females",90,"35-54"
"Toa Payoh","Boon Teck",39,"Males",90,"35-54"
"Toa Payoh","Boon Teck",39,"Females",120,"35-54"
"Toa Payoh","Boon Teck",40,"Males",70,"35-54"
"Toa Payoh","Boon Teck",40,"Females",100,"35-54"
"Toa Payoh","Boon Teck",41,"Males",90,"35-54"
"Toa Payoh","Boon Teck",41,"Females",80,"35-54"
"Toa Payoh","Boon Teck",42,"Males",100,"35-54"
"Toa Payoh","Boon Teck",42,"Females",90,"35-54"
"Toa Payoh","Boon Teck",43,"Males",70,"35-54"
"Toa Payoh","Boon Teck",43,"Females",100,"35-54"
"Toa Payoh","Boon Teck",44,"Males",80,"35-54"
"Toa Payoh","Boon Teck",44,"Females",80,"35-54"
"Toa Payoh","Boon Teck",45,"Males",60,"35-54"
"Toa Payoh","Boon Teck",45,"Females",90,"35-54"
"Toa Payoh","Boon Teck",46,"Males",80,"35-54"
"Toa Payoh","Boon Teck",46,"Females",80,"35-54"
"Toa Payoh","Boon Teck",47,"Males",70,"35-54"
"Toa Payoh","Boon Teck",47,"Females",90,"35-54"
"Toa Payoh","Boon Teck",48,"Males",90,"35-54"
"Toa Payoh","Boon Teck",48,"Females",90,"35-54"
"Toa Payoh","Boon Teck",49,"Males",110,"35-54"
"Toa Payoh","Boon Teck",49,"Females",100,"35-54"
"Toa Payoh","Boon Teck",50,"Males",110,"35-54"
"Toa Payoh","Boon Teck",50,"Females",90,"35-54"
"Toa Payoh","Boon Teck",51,"Males",110,"35-54"
"Toa Payoh","Boon Teck",51,"Females",110,"35-54"
"Toa Payoh","Boon Teck",52,"Males",90,"35-54"
"Toa Payoh","Boon Teck",52,"Females",100,"35-54"
"Toa Payoh","Boon Teck",53,"Males",100,"35-54"
"Toa Payoh","Boon Teck",53,"Females",80,"35-54"
"Toa Payoh","Boon Teck",54,"Males",90,"35-54"
"Toa Payoh","Boon Teck",54,"Females",110,"35-54"
"Toa Payoh","Boon Teck",55,"Males",80,"55-64"
"Toa Payoh","Boon Teck",55,"Females",110,"55-64"
"Toa Payoh","Boon Teck",56,"Males",100,"55-64"
"Toa Payoh","Boon Teck",56,"Females",90,"55-64"
"Toa Payoh","Boon Teck",57,"Males",110,"55-64"
"Toa Payoh","Boon Teck",57,"Females",80,"55-64"
"Toa Payoh","Boon Teck",58,"Males",100,"55-64"
"Toa Payoh","Boon Teck",58,"Females",100,"55-64"
"Toa Payoh","Boon Teck",59,"Males",90,"55-64"
"Toa Payoh","Boon Teck",59,"Females",100,"55-64"
"Toa Payoh","Boon Teck",60,"Males",110,"55-64"
"Toa Payoh","Boon Teck",60,"Females",110,"55-64"
"Toa Payoh","Boon Teck",61,"Males",110,"55-64"
"Toa Payoh","Boon Teck",61,"Females",110,"55-64"
"Toa Payoh","Boon Teck",62,"Males",90,"55-64"
"Toa Payoh","Boon Teck",62,"Females",110,"55-64"
"Toa Payoh","Boon Teck",63,"Males",120,"55-64"
"Toa Payoh","Boon Teck",63,"Females",110,"55-64"
"Toa Payoh","Boon Teck",64,"Males",120,"55-64"
"Toa Payoh","Boon Teck",64,"Females",100,"55-64"
"Toa Payoh","Boon Teck",65,"Males",110,"65-74"
"Toa Payoh","Boon Teck",65,"Females",100,"65-74"
"Toa Payoh","Boon Teck",66,"Males",110,"65-74"
"Toa Payoh","Boon Teck",66,"Females",90,"65-74"
"Toa Payoh","Boon Teck",67,"Males",110,"65-74"
"Toa Payoh","Boon Teck",67,"Females",90,"65-74"
"Toa Payoh","Boon Teck",68,"Males",100,"65-74"
"Toa Payoh","Boon Teck",68,"Females",100,"65-74"
"Toa Payoh","Boon Teck",69,"Males",90,"65-74"
"Toa Payoh","Boon Teck",69,"Females",110,"65-74"
"Toa Payoh","Boon Teck",70,"Males",100,"65-74"
"Toa Payoh","Boon Teck",70,"Females",80,"65-74"
"Toa Payoh","Boon Teck",71,"Males",90,"65-74"
"Toa Payoh","Boon Teck",71,"Females",100,"65-74"
"Toa Payoh","Boon Teck",72,"Males",90,"65-74"
"Toa Payoh","Boon Teck",72,"Females",80,"65-74"
"Toa Payoh","Boon Teck",73,"Males",70,"65-74"
"Toa Payoh","Boon Teck",73,"Females",70,"65-74"
"Toa Payoh","Boon Teck",74,"Males",60,"65-74"
"Toa Payoh","Boon Teck",74,"Females",80,"65-74"
"Toa Payoh","Boon Teck",75,"Males",80,"75 and Above"
"Toa Payoh","Boon Teck",75,"Females",90,"75 and Above"
"Toa Payoh","Boon Teck",76,"Males",50,"75 and Above"
"Toa Payoh","Boon Teck",76,"Females",100,"75 and Above"
"Toa Payoh","Boon Teck",77,"Males",80,"75 and Above"
"Toa Payoh","Boon Teck",77,"Females",90,"75 and Above"
"Toa Payoh","Boon Teck",78,"Males",60,"75 and Above"
"Toa Payoh","Boon Teck",78,"Females",80,"75 and Above"
"Toa Payoh","Boon Teck",79,"Males",40,"75 and Above"
"Toa Payoh","Boon Teck",79,"Females",70,"75 and Above"
"Toa Payoh","Boon Teck",80,"Males",60,"75 and Above"
"Toa Payoh","Boon Teck",80,"Females",80,"75 and Above"
"Toa Payoh","Boon Teck",81,"Males",30,"75 and Above"
"Toa Payoh","Boon Teck",81,"Females",60,"75 and Above"
"Toa Payoh","Boon Teck",82,"Males",40,"75 and Above"
"Toa Payoh","Boon Teck",82,"Females",70,"75 and Above"
"Toa Payoh","Boon Teck",83,"Males",40,"75 and Above"
"Toa Payoh","Boon Teck",83,"Females",60,"75 and Above"
"Toa Payoh","Boon Teck",84,"Males",40,"75 and Above"
"Toa Payoh","Boon Teck",84,"Females",60,"75 and Above"
"Toa Payoh","Boon Teck",85,"Males",40,"75 and Above"
"Toa Payoh","Boon Teck",85,"Females",60,"75 and Above"
"Toa Payoh","Boon Teck",86,"Males",20,"75 and Above"
"Toa Payoh","Boon Teck",86,"Females",60,"75 and Above"
"Toa Payoh","Boon Teck",87,"Males",20,"75 and Above"
"Toa Payoh","Boon Teck",87,"Females",50,"75 and Above"
"Toa Payoh","Boon Teck",88,"Males",20,"75 and Above"
"Toa Payoh","Boon Teck",88,"Females",30,"75 and Above"
"Toa Payoh","Boon Teck",89,"Males",20,"75 and Above"
"Toa Payoh","Boon Teck",89,"Females",40,"75 and Above"
"Toa Payoh","Boon Teck",90,"Males",70,"75 and Above"
"Toa Payoh","Boon Teck",90,"Females",160,"75 and Above"
"Toa Payoh","Braddell",0,"Males",20,"0-6"
"Toa Payoh","Braddell",0,"Females",20,"0-6"
"Toa Payoh","Braddell",1,"Males",30,"0-6"
"Toa Payoh","Braddell",1,"Females",30,"0-6"
"Toa Payoh","Braddell",2,"Males",40,"0-6"
"Toa Payoh","Braddell",2,"Females",30,"0-6"
"Toa Payoh","Braddell",3,"Males",30,"0-6"
"Toa Payoh","Braddell",3,"Females",30,"0-6"
"Toa Payoh","Braddell",4,"Males",40,"0-6"
"Toa Payoh","Braddell",4,"Females",40,"0-6"
"Toa Payoh","Braddell",5,"Males",40,"0-6"
"Toa Payoh","Braddell",5,"Females",40,"0-6"
"Toa Payoh","Braddell",6,"Males",40,"0-6"
"Toa Payoh","Braddell",6,"Females",40,"0-6"
"Toa Payoh","Braddell",7,"Males",40,"7-12"
"Toa Payoh","Braddell",7,"Females",30,"7-12"
"Toa Payoh","Braddell",8,"Males",40,"7-12"
"Toa Payoh","Braddell",8,"Females",50,"7-12"
"Toa Payoh","Braddell",9,"Males",50,"7-12"
"Toa Payoh","Braddell",9,"Females",40,"7-12"
"Toa Payoh","Braddell",10,"Males",50,"7-12"
"Toa Payoh","Braddell",10,"Females",40,"7-12"
"Toa Payoh","Braddell",11,"Males",40,"7-12"
"Toa Payoh","Braddell",11,"Females",30,"7-12"
"Toa Payoh","Braddell",12,"Males",40,"7-12"
"Toa Payoh","Braddell",12,"Females",50,"7-12"
"Toa Payoh","Braddell",13,"Males",40,"13-16"
"Toa Payoh","Braddell",13,"Females",40,"13-16"
"Toa Payoh","Braddell",14,"Males",40,"13-16"
"Toa Payoh","Braddell",14,"Females",50,"13-16"
"Toa Payoh","Braddell",15,"Males",50,"13-16"
"Toa Payoh","Braddell",15,"Females",40,"13-16"
"Toa Payoh","Braddell",16,"Males",50,"13-16"
"Toa Payoh","Braddell",16,"Females",50,"13-16"
"Toa Payoh","Braddell",17,"Males",40,"17-21"
"Toa Payoh","Braddell",17,"Females",40,"17-21"
"Toa Payoh","Braddell",18,"Males",50,"17-21"
"Toa Payoh","Braddell",18,"Females",50,"17-21"
"Toa Payoh","Braddell",19,"Males",60,"17-21"
"Toa Payoh","Braddell",19,"Females",30,"17-21"
"Toa Payoh","Braddell",20,"Males",40,"17-21"
"Toa Payoh","Braddell",20,"Females",40,"17-21"
"Toa Payoh","Braddell",21,"Males",40,"17-21"
"Toa Payoh","Braddell",21,"Females",40,"17-21"
"Toa Payoh","Braddell",22,"Males",40,"22-34"
"Toa Payoh","Braddell",22,"Females",60,"22-34"
"Toa Payoh","Braddell",23,"Males",40,"22-34"
"Toa Payoh","Braddell",23,"Females",50,"22-34"
"Toa Payoh","Braddell",24,"Males",50,"22-34"
"Toa Payoh","Braddell",24,"Females",60,"22-34"
"Toa Payoh","Braddell",25,"Males",50,"22-34"
"Toa Payoh","Braddell",25,"Females",70,"22-34"
"Toa Payoh","Braddell",26,"Males",60,"22-34"
"Toa Payoh","Braddell",26,"Females",50,"22-34"
"Toa Payoh","Braddell",27,"Males",60,"22-34"
"Toa Payoh","Braddell",27,"Females",60,"22-34"
"Toa Payoh","Braddell",28,"Males",70,"22-34"
"Toa Payoh","Braddell",28,"Females",60,"22-34"
"Toa Payoh","Braddell",29,"Males",80,"22-34"
"Toa Payoh","Braddell",29,"Females",60,"22-34"
"Toa Payoh","Braddell",30,"Males",70,"22-34"
"Toa Payoh","Braddell",30,"Females",60,"22-34"
"Toa Payoh","Braddell",31,"Males",50,"22-34"
"Toa Payoh","Braddell",31,"Females",70,"22-34"
"Toa Payoh","Braddell",32,"Males",60,"22-34"
"Toa Payoh","Braddell",32,"Females",60,"22-34"
"Toa Payoh","Braddell",33,"Males",70,"22-34"
"Toa Payoh","Braddell",33,"Females",60,"22-34"
"Toa Payoh","Braddell",34,"Males",50,"22-34"
"Toa Payoh","Braddell",34,"Females",50,"22-34"
"Toa Payoh","Braddell",35,"Males",60,"35-54"
"Toa Payoh","Braddell",35,"Females",60,"35-54"
"Toa Payoh","Braddell",36,"Males",60,"35-54"
"Toa Payoh","Braddell",36,"Females",60,"35-54"
"Toa Payoh","Braddell",37,"Males",40,"35-54"
"Toa Payoh","Braddell",37,"Females",80,"35-54"
"Toa Payoh","Braddell",38,"Males",40,"35-54"
"Toa Payoh","Braddell",38,"Females",60,"35-54"
"Toa Payoh","Braddell",39,"Males",60,"35-54"
"Toa Payoh","Braddell",39,"Females",60,"35-54"
"Toa Payoh","Braddell",40,"Males",60,"35-54"
"Toa Payoh","Braddell",40,"Females",60,"35-54"
"Toa Payoh","Braddell",41,"Males",60,"35-54"
"Toa Payoh","Braddell",41,"Females",70,"35-54"
"Toa Payoh","Braddell",42,"Males",60,"35-54"
"Toa Payoh","Braddell",42,"Females",50,"35-54"
"Toa Payoh","Braddell",43,"Males",50,"35-54"
"Toa Payoh","Braddell",43,"Females",70,"35-54"
"Toa Payoh","Braddell",44,"Males",70,"35-54"
"Toa Payoh","Braddell",44,"Females",70,"35-54"
"Toa Payoh","Braddell",45,"Males",60,"35-54"
"Toa Payoh","Braddell",45,"Females",60,"35-54"
"Toa Payoh","Braddell",46,"Males",60,"35-54"
"Toa Payoh","Braddell",46,"Females",80,"35-54"
"Toa Payoh","Braddell",47,"Males",50,"35-54"
"Toa Payoh","Braddell",47,"Females",80,"35-54"
"Toa Payoh","Braddell",48,"Males",50,"35-54"
"Toa Payoh","Braddell",48,"Females",70,"35-54"
"Toa Payoh","Braddell",49,"Males",60,"35-54"
"Toa Payoh","Braddell",49,"Females",60,"35-54"
"Toa Payoh","Braddell",50,"Males",70,"35-54"
"Toa Payoh","Braddell",50,"Females",80,"35-54"
"Toa Payoh","Braddell",51,"Males",80,"35-54"
"Toa Payoh","Braddell",51,"Females",70,"35-54"
"Toa Payoh","Braddell",52,"Males",70,"35-54"
"Toa Payoh","Braddell",52,"Females",70,"35-54"
"Toa Payoh","Braddell",53,"Males",80,"35-54"
"Toa Payoh","Braddell",53,"Females",70,"35-54"
"Toa Payoh","Braddell",54,"Males",60,"35-54"
"Toa Payoh","Braddell",54,"Females",80,"35-54"
"Toa Payoh","Braddell",55,"Males",70,"55-64"
"Toa Payoh","Braddell",55,"Females",90,"55-64"
"Toa Payoh","Braddell",56,"Males",60,"55-64"
"Toa Payoh","Braddell",56,"Females",70,"55-64"
"Toa Payoh","Braddell",57,"Males",70,"55-64"
"Toa Payoh","Braddell",57,"Females",70,"55-64"
"Toa Payoh","Braddell",58,"Males",70,"55-64"
"Toa Payoh","Braddell",58,"Females",80,"55-64"
"Toa Payoh","Braddell",59,"Males",70,"55-64"
"Toa Payoh","Braddell",59,"Females",70,"55-64"
"Toa Payoh","Braddell",60,"Males",70,"55-64"
"Toa Payoh","Braddell",60,"Females",80,"55-64"
"Toa Payoh","Braddell",61,"Males",60,"55-64"
"Toa Payoh","Braddell",61,"Females",80,"55-64"
"Toa Payoh","Braddell",62,"Males",70,"55-64"
"Toa Payoh","Braddell",62,"Females",90,"55-64"
"Toa Payoh","Braddell",63,"Males",80,"55-64"
"Toa Payoh","Braddell",63,"Females",60,"55-64"
"Toa Payoh","Braddell",64,"Males",70,"55-64"
"Toa Payoh","Braddell",64,"Females",80,"55-64"
"Toa Payoh","Braddell",65,"Males",70,"65-74"
"Toa Payoh","Braddell",65,"Females",70,"65-74"
"Toa Payoh","Braddell",66,"Males",60,"65-74"
"Toa Payoh","Braddell",66,"Females",70,"65-74"
"Toa Payoh","Braddell",67,"Males",70,"65-74"
"Toa Payoh","Braddell",67,"Females",80,"65-74"
"Toa Payoh","Braddell",68,"Males",80,"65-74"
"Toa Payoh","Braddell",68,"Females",70,"65-74"
"Toa Payoh","Braddell",69,"Males",80,"65-74"
"Toa Payoh","Braddell",69,"Females",60,"65-74"
"Toa Payoh","Braddell",70,"Males",60,"65-74"
"Toa Payoh","Braddell",70,"Females",70,"65-74"
"Toa Payoh","Braddell",71,"Males",50,"65-74"
"Toa Payoh","Braddell",71,"Females",70,"65-74"
"Toa Payoh","Braddell",72,"Males",50,"65-74"
"Toa Payoh","Braddell",72,"Females",40,"65-74"
"Toa Payoh","Braddell",73,"Males",50,"65-74"
"Toa Payoh","Braddell",73,"Females",70,"65-74"
"Toa Payoh","Braddell",74,"Males",50,"65-74"
"Toa Payoh","Braddell",74,"Females",70,"65-74"
"Toa Payoh","Braddell",75,"Males",50,"75 and Above"
"Toa Payoh","Braddell",75,"Females",60,"75 and Above"
"Toa Payoh","Braddell",76,"Males",50,"75 and Above"
"Toa Payoh","Braddell",76,"Females",50,"75 and Above"
"Toa Payoh","Braddell",77,"Males",40,"75 and Above"
"Toa Payoh","Braddell",77,"Females",60,"75 and Above"
"Toa Payoh","Braddell",78,"Males",30,"75 and Above"
"Toa Payoh","Braddell",78,"Females",30,"75 and Above"
"Toa Payoh","Braddell",79,"Males",20,"75 and Above"
"Toa Payoh","Braddell",79,"Females",30,"75 and Above"
"Toa Payoh","Braddell",80,"Males",30,"75 and Above"
"Toa Payoh","Braddell",80,"Females",30,"75 and Above"
"Toa Payoh","Braddell",81,"Males",20,"75 and Above"
"Toa Payoh","Braddell",81,"Females",30,"75 and Above"
"Toa Payoh","Braddell",82,"Males",20,"75 and Above"
"Toa Payoh","Braddell",82,"Females",40,"75 and Above"
"Toa Payoh","Braddell",83,"Males",30,"75 and Above"
"Toa Payoh","Braddell",83,"Females",50,"75 and Above"
"Toa Payoh","Braddell",84,"Males",20,"75 and Above"
"Toa Payoh","Braddell",84,"Females",40,"75 and Above"
"Toa Payoh","Braddell",85,"Males",30,"75 and Above"
"Toa Payoh","Braddell",85,"Females",40,"75 and Above"
"Toa Payoh","Braddell",86,"Males",20,"75 and Above"
"Toa Payoh","Braddell",86,"Females",20,"75 and Above"
"Toa Payoh","Braddell",87,"Males",10,"75 and Above"
"Toa Payoh","Braddell",87,"Females",20,"75 and Above"
"Toa Payoh","Braddell",88,"Males",10,"75 and Above"
"Toa Payoh","Braddell",88,"Females",20,"75 and Above"
"Toa Payoh","Braddell",89,"Males",10,"75 and Above"
"Toa Payoh","Braddell",89,"Females",20,"75 and Above"
"Toa Payoh","Braddell",90,"Males",30,"75 and Above"
"Toa Payoh","Braddell",90,"Females",70,"75 and Above"
"Toa Payoh","Joo Seng",0,"Males",30,"0-6"
"Toa Payoh","Joo Seng",0,"Females",20,"0-6"
"Toa Payoh","Joo Seng",1,"Males",30,"0-6"
"Toa Payoh","Joo Seng",1,"Females",30,"0-6"
"Toa Payoh","Joo Seng",2,"Males",40,"0-6"
"Toa Payoh","Joo Seng",2,"Females",30,"0-6"
"Toa Payoh","Joo Seng",3,"Males",30,"0-6"
"Toa Payoh","Joo Seng",3,"Females",30,"0-6"
"Toa Payoh","Joo Seng",4,"Males",40,"0-6"
"Toa Payoh","Joo Seng",4,"Females",30,"0-6"
"Toa Payoh","Joo Seng",5,"Males",40,"0-6"
"Toa Payoh","Joo Seng",5,"Females",30,"0-6"
"Toa Payoh","Joo Seng",6,"Males",40,"0-6"
"Toa Payoh","Joo Seng",6,"Females",30,"0-6"
"Toa Payoh","Joo Seng",7,"Males",30,"7-12"
"Toa Payoh","Joo Seng",7,"Females",40,"7-12"
"Toa Payoh","Joo Seng",8,"Males",50,"7-12"
"Toa Payoh","Joo Seng",8,"Females",30,"7-12"
"Toa Payoh","Joo Seng",9,"Males",50,"7-12"
"Toa Payoh","Joo Seng",9,"Females",30,"7-12"
"Toa Payoh","Joo Seng",10,"Males",50,"7-12"
"Toa Payoh","Joo Seng",10,"Females",20,"7-12"
"Toa Payoh","Joo Seng",11,"Males",40,"7-12"
"Toa Payoh","Joo Seng",11,"Females",30,"7-12"
"Toa Payoh","Joo Seng",12,"Males",50,"7-12"
"Toa Payoh","Joo Seng",12,"Females",30,"7-12"
"Toa Payoh","Joo Seng",13,"Males",30,"13-16"
"Toa Payoh","Joo Seng",13,"Females",30,"13-16"
"Toa Payoh","Joo Seng",14,"Males",40,"13-16"
"Toa Payoh","Joo Seng",14,"Females",30,"13-16"
"Toa Payoh","Joo Seng",15,"Males",50,"13-16"
"Toa Payoh","Joo Seng",15,"Females",50,"13-16"
"Toa Payoh","Joo Seng",16,"Males",40,"13-16"
"Toa Payoh","Joo Seng",16,"Females",40,"13-16"
"Toa Payoh","Joo Seng",17,"Males",40,"17-21"
"Toa Payoh","Joo Seng",17,"Females",30,"17-21"
"Toa Payoh","Joo Seng",18,"Males",40,"17-21"
"Toa Payoh","Joo Seng",18,"Females",40,"17-21"
"Toa Payoh","Joo Seng",19,"Males",40,"17-21"
"Toa Payoh","Joo Seng",19,"Females",30,"17-21"
"Toa Payoh","Joo Seng",20,"Males",30,"17-21"
"Toa Payoh","Joo Seng",20,"Females",40,"17-21"
"Toa Payoh","Joo Seng",21,"Males",30,"17-21"
"Toa Payoh","Joo Seng",21,"Females",30,"17-21"
"Toa Payoh","Joo Seng",22,"Males",30,"22-34"
"Toa Payoh","Joo Seng",22,"Females",20,"22-34"
"Toa Payoh","Joo Seng",23,"Males",50,"22-34"
"Toa Payoh","Joo Seng",23,"Females",30,"22-34"
"Toa Payoh","Joo Seng",24,"Males",30,"22-34"
"Toa Payoh","Joo Seng",24,"Females",40,"22-34"
"Toa Payoh","Joo Seng",25,"Males",30,"22-34"
"Toa Payoh","Joo Seng",25,"Females",30,"22-34"
"Toa Payoh","Joo Seng",26,"Males",50,"22-34"
"Toa Payoh","Joo Seng",26,"Females",20,"22-34"
"Toa Payoh","Joo Seng",27,"Males",40,"22-34"
"Toa Payoh","Joo Seng",27,"Females",40,"22-34"
"Toa Payoh","Joo Seng",28,"Males",50,"22-34"
"Toa Payoh","Joo Seng",28,"Females",50,"22-34"
"Toa Payoh","Joo Seng",29,"Males",50,"22-34"
"Toa Payoh","Joo Seng",29,"Females",50,"22-34"
"Toa Payoh","Joo Seng",30,"Males",40,"22-34"
"Toa Payoh","Joo Seng",30,"Females",70,"22-34"
"Toa Payoh","Joo Seng",31,"Males",60,"22-34"
"Toa Payoh","Joo Seng",31,"Females",70,"22-34"
"Toa Payoh","Joo Seng",32,"Males",50,"22-34"
"Toa Payoh","Joo Seng",32,"Females",70,"22-34"
"Toa Payoh","Joo Seng",33,"Males",70,"22-34"
"Toa Payoh","Joo Seng",33,"Females",70,"22-34"
"Toa Payoh","Joo Seng",34,"Males",70,"22-34"
"Toa Payoh","Joo Seng",34,"Females",70,"22-34"
"Toa Payoh","Joo Seng",35,"Males",90,"35-54"
"Toa Payoh","Joo Seng",35,"Females",100,"35-54"
"Toa Payoh","Joo Seng",36,"Males",70,"35-54"
"Toa Payoh","Joo Seng",36,"Females",90,"35-54"
"Toa Payoh","Joo Seng",37,"Males",60,"35-54"
"Toa Payoh","Joo Seng",37,"Females",60,"35-54"
"Toa Payoh","Joo Seng",38,"Males",50,"35-54"
"Toa Payoh","Joo Seng",38,"Females",60,"35-54"
"Toa Payoh","Joo Seng",39,"Males",60,"35-54"
"Toa Payoh","Joo Seng",39,"Females",70,"35-54"
"Toa Payoh","Joo Seng",40,"Males",50,"35-54"
